Season,RK,NAME,QBR,PAA,Plays,EPA,PASS,RUN,SACK,PEN,RAW
2021,1,Aaron RodgersGB,69.1,32.8,610,95.8,85.1,5.2,-12.6,5.4,68.2
2021,2,Tom BradyTB,68.1,40.1,798,118.5,109.8,4.9,-8.7,3.8,67.1
2021,3,Justin HerbertLAC,65.6,39.9,808,120.3,100.5,14.9,-12.9,4.9,66.8
2021,4,Matthew StaffordLAR,63.8,28.3,686,92.7,88.3,2.7,-13.1,1.7,64.2
2021,5,Patrick MahomesKC,62.2,30.1,803,108.3,85.5,18.1,-9,4.7,63
2021,6,Josh AllenBUF,60.7,28.2,828,110.8,80.9,29.5,-10.5,0.3,61.8
2021,7,Kyler MurrayARI,57.3,10.1,632,74.1,61.6,10.4,-13.3,2.1,55.7
2021,8,Ryan TannehillTEN,55.9,10.8,680,80.8,59.5,16.8,-17.5,4.5,55.6
2021,9,Carson WentzIND,54.7,8.3,648,74.3,58.3,9.6,-15.7,6.3,54.5
2021,10,Russell WilsonSEA,54.7,3.5,500,55.4,45,7.8,-15.2,2.6,52.5
2021,11,Dak PrescottDAL,54.6,15.2,721,85.8,90.2,-7.7,-10.7,3.4,57.4
2021,12,Joe BurrowCIN,54.3,14.1,642,79.4,68.1,9.6,-22.9,1.7,57.7
2021,13,Jimmy GaroppoloSF,53.3,2.9,530,57.8,56.6,-0.7,-11.7,1.9,52
2021,14,Derek CarrLV,52.4,8.2,747,83.9,72.1,3.6,-14.8,8.2,53.9
2021,15,Kirk CousinsMIN,52.3,3.2,650,74,73,0.4,-13.3,0.5,51.7
2021,16,Mac JonesNE,50.9,0.6,631,62.9,60.6,-0.4,-13.8,2.7,50.3
2021,17,Lamar JacksonBAL,50.7,1.3,574,62.7,43.7,18.2,-13,0.9,50.8
2021,18,Tua TagovailoaMIA,49.7,1.5,471,51.8,46.8,4.3,-9.4,0.7,51.2
2021,19,Jalen HurtsPHI,48.5,4.2,622,65.7,36.4,28.1,-10.9,1.2,52.4
2021,20,Teddy BridgewaterDEN,47.4,1.1,519,52.5,43.5,5.7,-13.3,3.3,50.8
2021,21,Matt RyanATL,46.1,-5.8,684,64.9,68.3,-6.4,-16.3,3.1,47
2021,22,Daniel JonesNYG,41.5,-7.4,472,41.7,32.1,5.4,-8.1,4.2,44.5
2021,23,Taylor HeinickeWSH,39.9,-15.3,624,50.9,39.8,7.4,-15,3.6,41.4
2021,24,Jared GoffDET,39.5,-21.1,587,37.4,41.6,-4.6,-16.8,0.4,37.5
2021,25,Ben RoethlisbergerPIT,35.6,-31.3,705,42.5,35.9,2.2,-13.9,4.4,34.8
2021,26,Davis MillsHOU,35.5,-21,471,25.9,23.5,-1,-12,3.4,34.8
2021,27,Baker MayfieldCLE,35.1,-23.3,529,34.4,26.9,5.5,-20.8,2,34.9
2021,28,Trevor LawrenceJAX,33.5,-40.1,758,37.9,32.3,4.1,-11.7,1.5,32.1
2021,29,Sam DarnoldCAR,33.2,-26.5,508,27.2,20,6.8,-12.4,0.4,32.3
2021,30,Zach WilsonNYJ,28.2,-32.5,472,17.9,7.3,5.5,-18.5,5.1,27.4
2021,31,Justin FieldsCHI,26.4,-29.3,397,13.7,6.5,5.1,-15.3,2.1,26.1
2020,1,Aaron RodgersGB,79.8,64.4,608,113.1,98.4,9.3,-7,5.4,81.7
2020,2,Patrick MahomesKC,78.1,70.9,710,138.1,116.1,19.1,-9.4,2.9,80.4
2020,3,Josh AllenBUF,76.6,63.2,729,128.6,112.1,13,-11,3.5,77.3
2020,4,Ryan TannehillTEN,72.6,43.9,594,95.3,68.2,22.1,-11.2,5,74
2020,5,Ryan FitzpatrickMIA,70.9,22.5,324,49.9,41.6,5.6,-5.1,2.7,72.8
2020,6,Drew BreesNO,68.3,27.1,428,66.2,62.5,1,-6.2,2.8,71
2020,7,Lamar JacksonBAL,67.3,31.9,585,82.9,50.9,30.8,-8.9,1.2,68.4
2020,8,Russell WilsonSEA,67.1,32.7,716,102.9,88.6,9.1,-20.7,5.1,65.6
2020,9,Tom BradyTB,66,34.3,681,94.7,90.4,-3.1,-8.6,7.3,67.1
2020,10,Baker MayfieldCLE,65.5,26.1,597,83.6,76.9,3.3,-10.6,3.4,65
2020,11,Derek CarrLV,64.3,28.8,609,91.1,76.1,7.4,-10.7,7.6,66.2
2020,12,Deshaun WatsonHOU,63.7,31.9,715,99.6,85.9,12,-19.5,1.7,65.3
2020,13,Justin HerbertLAC,62.6,36.4,699,102.3,94.9,3.7,-13.3,3.7,67.6
2020,14,Kyler MurrayARI,61.9,24.7,763,99.9,64.5,32.3,-11.8,3.1,61.3
2020,15,Matthew StaffordDET,61.3,20.7,626,77.3,64.7,9,-14.1,3.7,61.5
2020,16,Matt RyanATL,59.8,23.6,731,90.1,80.6,4.7,-17.4,4.9,61.2
2020,17,Teddy BridgewaterCAR,56.8,12,607,71.7,54.8,12.3,-12.6,4.6,57
2020,18,Kirk CousinsMIN,55.8,15.7,629,76.9,67.6,6.4,-18.2,2.9,58.7
2020,19,Philip RiversIND,55,13.7,600,73.4,68.1,-0.1,-8.2,5.5,58
2020,20,Daniel JonesNYG,54,-1,586,57.6,42.7,10,-16.9,4.8,49.4
2020,21,Mitch TrubiskyCHI,53.8,7.6,376,41,32.3,7.2,-7.5,1.5,57.1
2020,22,Ben RoethlisbergerPIT,52.5,6.4,677,76,71.6,-5.1,-6.4,9.4,53.3
2020,23,Jared GoffLAR,50.8,-1.6,650,64,56.8,2.8,-11,4.4,49.2
2020,24,Joe BurrowCIN,48.5,-4.6,510,47.8,46.9,-0.5,-13.3,1.5,46.8
2020,25,Andy DaltonDAL,46.1,-8.9,409,30.9,26.2,2.5,-12.1,2.2,42.3
2020,26,Tua TagovailoaMIA,44.8,-2.1,362,32.4,24.6,6.6,-8.9,1.3,47.9
2020,27,Gardner MinshewJAX,44,-2,403,31.9,24.9,5.1,-12.3,1.9,48.2
2020,28,Carson WentzPHI,41.9,-21.6,581,39.4,21.5,10.8,-21.8,7.1,37.1
2020,29,Drew LockDEN,41.2,-5.1,523,44.8,35.9,5.5,-7.8,3.4,46.6
2020,30,Cam NewtonNE,39.4,-14.1,538,42.9,28.2,14.1,-13.7,0.7,40.9
2020,31,Nick MullensSF,36.3,-21,379,17.2,16.1,-0.2,-8.6,1.4,31.3
2020,32,Nick FolesCHI,36,-14.6,359,22.3,21.2,-1.7,-8.7,2.7,36
2020,33,Sam DarnoldNYJ,32.9,-22.6,455,24.3,8.7,12.8,-15.5,2.7,33.1
2019,1,Lamar JacksonBAL,83,66.7,613,103.7,55,39.1,-7.4,2.2,82.3
2019,2,Patrick MahomesKC,77.7,55.8,585,97.3,71.6,14.3,-6.5,5,79.4
2019,3,Drew BreesNO,73.3,33.7,419,62.6,53.1,1.6,-6,1.9,75.7
2019,4,Dak PrescottDAL,71.9,48.1,690,93.1,70.7,10,-9.7,2.6,72.8
2019,5,Russell WilsonSEA,71.5,43,674,90.9,58.3,10.6,-20.6,1.5,71.2
2019,6,Matthew StaffordDET,71.3,27,353,56.1,44.5,1.6,-8,1.9,74.7
2019,7,Deshaun WatsonHOU,70.5,42.3,662,91.6,52,19.8,-18.5,1.4,71.2
2019,8,Ryan FitzpatrickMIA,68.3,30.2,620,70.7,47.6,6.3,-13.1,3.7,66.6
2019,9,Ryan TannehillTEN,64.2,19,374,45.8,18.1,11.7,-13.7,2.3,67.2
2019,10,Derek CarrOAK,64.1,27.3,598,70.3,54.2,2.7,-12.3,1.1,65.6
2019,11,Carson WentzPHI,62.8,32.2,745,90.5,61.5,7.7,-15.5,5.8,64.8
2019,12,Jimmy GaroppoloSF,60.8,20.8,593,69.3,48.5,-0.2,-15.9,5,62.1
2019,13,Kirk CousinsMIN,60.4,18.1,537,59,44.6,-1.6,-10.9,5.1,61.7
2019,14,Matt RyanATL,59.6,22.3,748,75.1,45.4,5.4,-18.6,5.7,60.4
2019,15,Kyler MurrayARI,57.7,16.2,709,71.6,37.3,13.4,-17.8,3,58
2019,16,Jameis WinstonTB,55.7,20.1,772,78.4,48.7,9,-18.3,2.6,59.1
2019,17,Tom BradyNE,55.7,8.9,691,61,40,4.5,-11,5.4,54.5
2019,18,Daniel JonesNYG,55.7,11.5,577,55.1,22.2,11.6,-17.4,4,57
2019,19,Baker MayfieldCLE,54.4,2.3,664,54.4,22.4,9.5,-17.6,5,51.2
2019,20,Aaron RodgersGB,52.5,10.9,691,66.4,39.7,9.3,-16.4,1.1,55.6
2019,21,Jacoby BrissettIND,52.1,6.6,564,52.2,27.9,6.7,-11.2,6.4,54.1
2019,22,Jared GoffLAR,50.6,0.5,734,57.5,54.4,-7.3,-8.8,1.6,50.2
2019,23,Philip RiversLAC,50.5,1.5,691,57.1,39.7,-3.4,-16.7,4.1,50.8
2019,24,Josh AllenBUF,49.4,-3.8,639,51.4,21.1,10.4,-17.4,2.6,47.9
2019,25,Sam DarnoldNYJ,45.6,-9.7,525,31.6,17.4,-3,-13.7,3.6,43.5
2019,26,Gardner MinshewJAX,44.6,-4.7,600,41.8,21.5,5.4,-13.5,1.4,47.2
2019,27,Andy DaltonCIN,42.1,-20.1,632,30.3,12.8,1.6,-12.9,3,38.9
2019,28,Mitch TrubiskyCHI,41.5,-13.5,644,39.8,17.7,1.7,-16.5,3.9,42.6
2019,29,Kyle AllenCAR,38.3,-17.4,588,28,5.3,0.7,-19.9,2.1,39.7
2019,30,Mason RudolphPIT,36.2,-12.9,336,16.9,7.2,-1.3,-7.8,3.2,36.8
2018,1,Patrick MahomesKC,80.3,72.2,722,126,101,11.7,-10.2,3.2,80.4
2018,2,Drew BreesNO,79.2,56.1,562,100.5,80.2,5.4,-8.7,6.2,80.4
2018,3,Mitch TrubiskyCHI,71,35.3,565,80.3,43.1,22.1,-11.3,3.8,70.8
2018,4,Ben RoethlisbergerPIT,69.6,48.2,762,113.5,89.3,8.7,-10.4,5.1,71
2018,5,Andrew LuckIND,69.6,42.9,741,103,84.4,5,-9.3,4.3,69.4
2018,6,Tom BradyNE,68.4,31.4,643,82.6,63.6,4.4,-9.9,4.7,66.6
2018,7,Philip RiversLAC,67.8,33.9,595,79.1,65.8,-0.9,-12.8,1.3,69.1
2018,8,Jameis WinstonTB,66.2,28.6,485,65.6,37.8,10.8,-11.6,5.4,69.7
2018,9,Matt RyanATL,65.7,39.7,722,92.9,60.2,7.4,-20.4,4.9,68.5
2018,10,Jared GoffLAR,63.6,25.2,665,79.9,60.8,0.6,-14,4.4,63.1
2018,11,Russell WilsonSEA,63.3,21.1,571,69,32,11,-23.5,2.6,62.8
2018,12,Carson WentzPHI,62,17.8,488,58.5,39.8,1.8,-13.8,3.1,62.6
2018,13,Deshaun WatsonHOU,61.8,21.5,702,79.5,31.8,17,-26.8,3.8,60.7
2018,14,Kirk CousinsMIN,59.5,16.8,718,71.8,57.3,-5.1,-17.5,2.2,58.2
2018,15,Andy DaltonCIN,59.4,15.4,433,50.6,35.4,2,-9.8,3.4,62.3
2018,16,Aaron RodgersGB,58,9.1,737,70,25.1,17.8,-23.9,3.2,54.4
2018,17,Dak PrescottDAL,55.2,12.2,693,71.7,35.1,12.2,-22.3,2.1,56.2
2018,18,Joe FlaccoBAL,54.8,7.9,441,43.4,30.1,2.9,-5.8,4.6,56.3
2018,19,Cam NewtonCAR,53.2,8.9,629,62.6,41.7,8.4,-12.5,0,55
2018,19,Marcus MariotaTEN,53.2,0.8,471,42.2,14.6,6.7,-16.1,4.8,50.6
2018,21,Nick MullensSF,51.7,3.6,334,29,23.6,-2.8,-6.4,1.8,53.8
2018,22,Matthew StaffordDET,51.3,-2.8,647,49.2,25.8,4.2,-15,4.2,48.4
2018,23,Baker MayfieldCLE,51.2,5.3,580,51.5,34.8,0.9,-12.2,3.6,53.2
2018,24,Josh AllenBUF,49.8,-0.3,461,35.6,-1.8,24.1,-9.7,3.5,49.8
2018,25,Eli ManningNYG,49.1,-2.5,684,54.8,30.2,2,-20.2,2.4,48.7
2018,26,Alex SmithWSH,46.9,1.6,422,35,17.8,5.5,-8.8,2.9,51.4
2018,27,Derek CarrOAK,46.5,-5.9,669,50.8,27.3,2.5,-20.9,0.2,46.9
2018,28,Sam DarnoldNYJ,45.9,-6.6,510,36.6,23.5,3.3,-10.9,-1.1,45.5
2018,29,Case KeenumDEN,44.5,-8.8,685,50.6,26.9,4.2,-16,3.5,45.5
2018,30,Blake BortlesJAX,43.4,-12.2,515,30.5,9.3,11.6,-11.2,-1.6,41.7
2018,31,Lamar JacksonBAL,42.6,-3.6,338,27.7,6.6,13.8,-6.8,0.4,46.3
2018,32,Ryan TannehillMIA,33.2,-20.6,363,13.4,-6.3,3.6,-15.3,0.8,31
2018,33,Josh RosenARI,24.1,-38.7,491,7.9,-13.6,3.3,-17,1.2,24.7
2017,1,Carson WentzPHI,78.6,48.8,567,85.8,70.3,10.1,-11.4,5.4,77.2
2017,2,Case KeenumMIN,73.3,44.4,577,86.3,68,10.3,-10.7,8,74.8
2017,3,Tom BradyNE,71.1,50.2,689,97.5,90.3,-3.1,-15.2,10.3,73.7
2017,4,Dak PrescottDAL,70,36.6,622,79.7,49.4,24.4,-11.7,5.9,69.7
2017,5,Ben RoethlisbergerPIT,67.2,31.6,639,83.4,72.4,2.6,-9.9,8.4,66.8
2017,6,Matt RyanATL,66.7,32.5,612,80.8,70.8,6.1,-10.7,3.8,68
2017,7,Alex SmithKC,65.6,32.9,642,85.1,68.8,13.7,-15.3,2.5,67.4
2017,8,Matthew StaffordDET,65.3,30.8,678,81.6,71.3,6.3,-20,4,65.5
2017,9,Drew BreesNO,63.1,26.4,596,68.5,67,1,-9.5,0.6,65.2
2017,10,Russell WilsonSEA,62.4,25.7,724,83.6,57.5,23.8,-18.8,2.3,62.3
2017,11,Philip RiversLAC,61.3,27.3,654,78,74.7,-1.3,-6.4,4.6,64.4
2017,12,Blake BortlesJAX,59.3,16.5,636,62.2,45.1,12.9,-10.5,4.3,59.1
2017,13,Marcus MariotaTEN,59,14.9,574,63.1,37.6,19.6,-11.4,6,59.1
2017,14,Josh McCownNYJ,56.6,15.2,487,53.6,39.7,12.4,-15.7,1.5,60.8
2017,15,Jared GoffLAR,56.3,4.6,571,49.1,44.3,-0.5,-9.3,5.3,52.8
2017,16,Tyrod TaylorBUF,56.2,15.7,561,56.8,34.3,20.4,-18.7,2.1,59.8
2017,17,Kirk CousinsWSH,56.2,8.5,655,60,51.9,5.5,-18.8,2.6,54.6
2017,18,Cam NewtonCAR,52.7,9.6,698,66.2,40.3,21.6,-15.7,4.3,54.8
2017,19,Jameis WinstonTB,52.1,6.6,542,50.2,47.1,0.5,-12.7,2.6,54.3
2017,20,Derek CarrOAK,50.4,1.5,597,45.1,42.8,-2.3,-7.4,4.7,50.9
2017,21,Carson PalmerARI,50.1,2.2,321,26,23,0.3,-8.6,2.7,52.5
2017,22,Eli ManningNYG,47.6,-8.2,662,44.8,39.3,2.4,-15.1,3.1,45.6
2017,23,Joe FlaccoBAL,47.1,0.1,624,48.6,46,-0.3,-12,3,50
2017,24,Brett HundleyGB,45.6,-5.7,398,25.7,11.3,13.6,-12.6,0.8,45
2017,25,Andy DaltonCIN,44.6,-7.6,592,40.6,33.7,2,-17.6,4.9,45.5
2017,26,Jacoby BrissettIND,44,-13.7,613,37,27.2,6,-17.9,3.8,42.2
2017,27,Jay CutlerMIA,43.5,-6.1,486,30.6,26.7,1.2,-7.9,2.7,45.6
2017,28,Mitch TrubiskyCHI,33.3,-22.6,438,14.1,11.7,1.2,-12.6,1.2,32.5
2017,29,DeShone KizerCLE,32.4,-38.3,623,15,-1.5,13.8,-15,2.7,29.5
2017,30,Trevor SiemianDEN,31.4,-21.1,436,14.2,8,3.9,-11.3,2.3,33.5
2016,1,Matt RyanATL,79.6,61.8,647,110.9,83.1,7.6,-15.5,4.6,79.4
2016,2,Tom BradyNE,79.4,47.8,508,83.3,71.5,3.8,-5.3,2.7,79.1
2016,3,Dak PrescottDAL,77.6,53.1,572,102.5,71.1,18.8,-10.5,2.1,78.8
2016,4,Aaron RodgersGB,72.4,54.9,750,115,75.9,18.3,-14.5,6.2,73.8
2016,5,Drew BreesNO,66.8,33.6,760,96.5,84.4,1.6,-10.1,0.4,65.1
2016,6,Kirk CousinsWSH,66.5,33.4,706,97.8,78.8,3.8,-12.1,3.1,66.1
2016,7,Andrew LuckIND,65.9,32.7,702,91.4,56.6,10.9,-18.5,5.3,65.9
2016,8,Matthew StaffordDET,65.2,34.6,715,98.4,61.5,16,-14.7,6.3,66.5
2016,9,Tyrod TaylorBUF,62.4,20,608,71.5,31.5,20.9,-15.7,3.4,61.4
2016,10,Alex SmithKC,60.8,13.7,600,62.7,44.7,6.6,-9.1,2.3,58
2016,11,Ben RoethlisbergerPIT,60.5,19.5,576,64.7,53.7,1.9,-6.8,2.3,61.8
2016,12,Jameis WinstonTB,59.5,19.6,703,80.6,61.4,5.8,-13.8,-0.5,59.7
2016,13,Marcus MariotaTEN,59.1,15.5,574,64.7,42.9,7.3,-9.5,5,59.4
2016,14,Philip RiversSD,58.7,14.6,682,74.9,55.3,1.2,-13.5,4.9,57.5
2016,15,Russell WilsonSEA,57.1,13.5,699,75.7,47.4,5.8,-18.1,4.3,56.8
2016,16,Derek CarrOAK,56.1,8.8,672,72.3,58.9,-0.6,-6.1,7.9,54.6
2016,17,Sam BradfordMIN,53.1,13.4,644,64.6,45.8,3.1,-14.6,1.1,57.3
2016,18,Carson PalmerARI,52.9,8.8,700,68.3,46,0.8,-15.9,5.6,54.5
2016,19,Joe FlaccoBAL,52.5,5.7,753,74.7,53.1,4.8,-16.4,0.4,52.7
2016,20,Andy DaltonCIN,52.3,1.6,686,61.8,37.9,5.2,-15.2,3.6,50.8
2016,21,Trevor SiemianDEN,49.7,-2.7,586,50.5,31,0.9,-15.1,3.5,48.4
2016,22,Brock OsweilerHOU,49.3,-0.8,583,49,23.9,9.6,-11.4,4.2,49.5
2016,23,Colin KaepernickSF,49.2,-0.7,454,37.1,-0.3,22.8,-14.7,-0.1,49.5
2016,24,Ryan TannehillMIA,48.6,-0.8,476,40.1,25.4,3.7,-10.3,0.7,49.4
2016,25,Cam NewtonCAR,47.1,-3.8,669,53.4,24.4,6.2,-17.4,5.4,48
2016,26,Carson WentzPHI,46.7,-1.3,734,65,47.9,2.8,-12.1,2.2,49.4
2016,27,Eli ManningNYG,45.7,-1.3,660,62,49.7,0.4,-10.8,1.2,49.3
2016,28,Blake BortlesJAX,43,-15.9,773,52,18.7,13.4,-13.9,6,42.8
2016,29,Ryan FitzpatrickNYJ,39.2,-16.8,481,27.5,14.4,3.2,-7,2.9,37.9
2016,30,Case KeenumLAR,37.5,-14.5,388,22.6,10.2,0.1,-11,1.2,37.1
2015,1,Carson PalmerARI,76.4,52.7,613,95.9,77,0.7,-12.6,5.7,77.1
2015,2,Ben RoethlisbergerPIT,72.8,34.9,550,77.5,60.5,1.3,-8.8,6.9,71.1
2015,3,Andy DaltonCIN,72.5,29.3,489,66.5,52.1,2.9,-8.7,2.7,70
2015,4,Russell WilsonSEA,68.6,33.4,656,78.6,51,10.8,-17.6,-0.9,67.3
2015,5,Tom BradyNE,68.4,38.6,726,89.8,64.2,5.5,-14.8,5.3,68
2015,6,Kirk CousinsWSH,67.8,41.1,625,82.2,63.6,4.7,-10.9,3,71.7
2015,7,Drew BreesNO,66.8,43.8,715,93.6,77.9,1.7,-12.9,1.2,70.4
2015,8,Tyrod TaylorBUF,66.3,24.1,539,62.1,30.8,18.3,-13.8,-0.7,65.3
2015,9,Matt RyanATL,64.1,41.3,704,96.4,79.5,1.2,-12.9,2.7,69.6
2015,10,Ryan FitzpatrickNYJ,62,26.4,675,78.5,57.5,12.2,-6.6,2.2,63.5
2015,11,Cam NewtonCAR,61.4,34.6,692,86.4,47.3,22,-15.5,1.6,67
2015,12,Alex SmithKC,61.1,15.2,631,61.2,21.1,21.9,-16.3,1.9,58.4
2015,13,Jay CutlerCHI,61,16.6,585,66.4,42.2,7.4,-13.1,3.7,59.9
2015,14,Aaron RodgersGB,60,21.7,736,78.1,30.9,17.6,-18.4,11.2,60.3
2015,15,Matthew StaffordDET,58.3,17.1,705,69.7,42.8,7.6,-15.4,4,58.5
2015,16,Eli ManningNYG,57.9,21.4,707,77.8,61.9,-0.7,-11.2,5.4,60.5
2015,17,Teddy BridgewaterMIN,57.7,12.3,576,58.5,24,10.3,-18.1,6,57.5
2015,18,Philip RiversSD,57.3,12.8,787,74.8,51.5,-1,-18.1,6.2,55.7
2015,19,Jameis WinstonTB,57.2,21.2,662,65.5,38.4,13.1,-10.9,3.1,61.1
2015,20,Brock OsweilerDEN,54.9,2.8,331,29.6,16.5,2.5,-9.9,0.7,53
2015,21,Josh McCownCLE,52.9,0.3,374,32.7,18.9,0.9,-11,1.9,50.3
2015,22,Brian HoyerHOU,52.8,7.5,432,35.7,23.7,2.9,-8.3,0.8,56.1
2015,23,Andrew LuckIND,52.4,-0.6,358,25.3,13,7.2,-5.4,-0.4,49.4
2015,24,Blake BortlesJAX,51.4,3.8,734,62,25.8,10.7,-22,3.6,51.8
2015,25,Joe FlaccoBAL,50.8,-0.4,459,40.3,30.4,1.1,-8.2,0.6,49.7
2015,26,Marcus MariotaTEN,48.4,4.4,477,40.4,12,9.6,-15.1,3.7,53.3
2015,27,Ryan TannehillMIA,45.6,-7.4,710,45.5,27.3,1,-16.2,0.9,46.3
2015,28,Peyton ManningDEN,44.2,-6.5,377,27,17.5,0,-7.4,2.1,43.9
2015,29,Colin KaepernickSF,43.7,-6.4,337,18.5,0.4,8.2,-8.3,1.6,43.4
2015,30,Derek CarrOAK,43.1,-17.4,690,41.6,28.1,-0.6,-13.7,0.5,41.2
2015,31,Sam BradfordPHI,39.2,-14.1,625,38.2,27.5,-3,-10,3.7,42.1
2015,32,Blaine GabbertSF,37.6,-12.4,353,17,-3.4,8.9,-10.8,0.7,37.8
2015,33,Nick FolesSTL,28.9,-26.1,393,8.7,3,-2.2,-6.4,1.5,28.1
2014,1,Tony RomoDAL,79.2,49.2,508,80.4,61.8,3,-12.9,2.7,79.7
2014,2,Aaron RodgersGB,77.8,57.2,631,99.1,65.3,15.1,-13.4,5.3,78.3
2014,3,Tom BradyNE,77.2,55.7,677,100.2,83.6,3.8,-8.9,3.9,76.2
2014,4,Drew BreesNO,73.2,56.8,739,106.5,86.2,4.9,-11.8,3.5,74.8
2014,5,Peyton ManningDEN,72.6,45,674,90.4,80.3,-3.8,-8.3,5.6,72
2014,6,Russell WilsonSEA,69.7,41.5,638,91.1,35.4,37.4,-17.7,0.6,71.5
2014,7,Ben RoethlisbergerPIT,69.4,38.4,691,86.1,70.2,-0.9,-13.1,3.7,68.7
2014,8,Joe FlaccoBAL,68.6,34.4,639,81.1,58.9,4.1,-10.6,7.4,68.2
2014,9,Matt RyanATL,66.8,39.1,716,86.4,68,3.9,-13.8,0.8,68.4
2014,10,Philip RiversSD,65.1,26.9,681,79.8,59.9,0.5,-14.9,4.5,63.6
2014,11,Andrew LuckIND,64,27.1,745,78.5,57.1,6.6,-11,3.7,62.6
2014,12,Nick FolesPHI,63.6,14.5,352,42.3,33.4,1.8,-3.9,3.2,64.1
2014,13,Ryan FitzpatrickHOU,61.8,12.8,402,42.4,26.9,6.4,-7.6,1.5,61.1
2014,14,Eli ManningNYG,61,24.8,689,75.5,60.4,1.4,-10.8,2.8,62.5
2014,15,Ryan TannehillMIA,60.5,19.4,730,73.8,44.2,7,-18.4,4.3,59.3
2014,16,Colin KaepernickSF,58.1,20.8,668,74.2,30.3,20.4,-21.2,2.4,60.9
2014,17,Cam NewtonCAR,56.2,12.7,609,56.6,17.9,23.4,-13.5,1.7,57.3
2014,18,Mark SanchezPHI,55.3,8,374,34,23.2,0.8,-9.1,0.9,57.5
2014,19,Alex SmithKC,52,2.8,590,51.4,25.6,6.6,-18.5,0.8,51.7
2014,20,Teddy BridgewaterMIN,51.6,6.4,509,50.3,23.2,8.3,-16.8,2,54.4
2014,21,Jay CutlerCHI,50.9,3.5,678,54.3,32.6,9.2,-13,-0.6,51.8
2014,22,Andy DaltonCIN,49,-2.5,590,45.8,30,5.5,-7.8,2.6,48.5
2014,23,Geno SmithNYJ,45.8,-5.5,477,36,22.5,-0.3,-12.6,1.2,45.9
